baseline,baseline,baseline,baseline,setInterval5,setInterval5,setInterval5,setInterval5,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive accel,adaptive accel,adaptive accel,adaptive accel,iterative_error,iterative_error,iterative_error,iterative_error,
optTime,Cost reduction,avgNumDerivs,avgTimeDerivs,optTime,Cost reduction,avgNumDerivs,avgTimeDerivs,optTime,Cost reduction,avgNumDerivs,avgTimeDerivs,optTime,Cost reduction,avgNumDerivs,avgTimeDerivs,optTime,Cost reduction,avgNumDerivs,avgTimeDerivs,
16.377,0.37662,2200,2.43538,10.3423,0.358236,441,0.659182,8.64677,0.435231,28,0.242024,8.74985,0.407904,28,0.265381,11.7338,0.401794,221,1.27278,
14.6719,0.302297,2200,2.13302,12.6345,0.332303,441,0.605562,11.1181,0.332336,24,0.240124,10.9351,0.329095,24,0.237926,13.301,0.321841,124,0.806738,
21.3398,0.461832,2200,2.25765,13.3764,0.415827,441,0.629767,11.3966,0.412687,24,0.240822,11.3866,0.363165,24,0.244016,13.0106,0.449704,211,1.22829,
21.8285,0.300944,2200,2.24962,10.2658,0.133298,441,0.627047,8.95498,0.185921,25,0.249185,8.65576,0.126545,24,0.240172,11.4645,0.174682,176,1.14325,
22.1899,0.201527,2200,2.33321,13.4334,0.337124,441,0.646296,11.5828,0.24847,27,0.245688,11.2765,0.317492,26,0.239401,9.30968,0.0169172,90,0.750127,
17.3969,0.232535,2200,2.29985,13.4393,0.426267,441,0.646053,9.15907,0.435736,27,0.242762,9.28893,0.296384,26,0.245238,13.6096,0.386082,218,1.30923,
16.793,0.433984,2200,2.16858,9.98662,0.481545,441,0.611012,9.11385,0.532298,26,0.24124,8.80014,0.545723,25,0.235244,9.73593,0.445688,57,0.53195,
17.8274,0.252147,2200,2.38094,11.173,0.286363,441,0.676011,9.06725,0.27007,24,0.237562,8.94705,0.248727,24,0.234116,12.4184,0.330816,150,1.11127,
17.4076,0.32801,2200,2.27936,10.9198,0.283867,441,0.632421,9.14235,0.335074,23,0.239393,8.95466,0.320863,23,0.239787,12.2269,0.357435,171,1.04992,
20.7178,0.453542,2200,2.04313,10.5957,0.451949,441,0.582161,9.13787,0.359949,24,0.239273,9.16506,0.424736,25,0.243862,9.67942,0.278573,71,0.50304,
16.7211,0.375102,2200,2.13104,12.5298,0.357112,441,0.612649,10.8266,0.278522,25,0.239082,10.9648,0.3677,25,0.242307,10.6636,0.309825,84,0.649086,
17.299,0.345839,2200,2.2941,10.9478,0.350149,441,0.640223,11.6858,0.349823,24,0.245825,9.1283,0.310293,25,0.237168,12.9887,0.304313,193,1.19895,
17.048,0.310566,2200,2.19893,10.8829,0.351447,441,0.616535,9.33112,0.27795,25,0.243267,9.11933,0.345065,24,0.237252,12.0853,0.374842,183,1.00056,
17.6474,0.205237,2200,2.3137,10.0495,0.133417,441,0.638641,11.1117,0.169519,26,0.24124,9.02996,0.139545,24,0.243543,11.1273,0.157233,127,0.909575,
17.1879,0.22711,2200,2.17757,10.8963,0.263013,441,0.629465,9.24096,0.256399,26,0.242069,9.31773,0.292871,26,0.240672,15.0247,0.18507,186,1.15802,
17.3812,0.368267,2200,2.21574,13.0715,0.330434,441,0.634279,9.42239,0.317941,25,0.246829,9.03103,0.285865,25,0.243102,11.693,0.233251,181,1.16238,
17.586,0.346591,2200,2.26809,10.8193,0.353574,441,0.625167,9.33164,0.382742,25,0.245064,11.4697,0.417258,27,0.239435,13.0631,0.321428,197,1.14862,
14.8261,0.309393,2200,2.21292,10.0991,0.32222,441,0.627379,11.1899,0.341587,28,0.247858,9.37369,0.352264,28,0.248145,10.4995,0.303851,101,0.798445,
19.4112,0.237237,2200,2.2671,13.1141,0.328545,441,0.633511,11.2197,0.324576,23,0.252649,10.9633,0.34444,25,0.237974,11.1719,0.215782,143,0.993756,
17.9078,0.638363,2200,2.31268,10.5461,0.607682,441,0.639846,9.29551,0.639812,28,0.249036,9.48088,0.71573,28,0.250179,12.8247,0.614148,155,1.06987,
17.6642,0.331682,2200,2.30471,10.9485,0.29854,441,0.646858,9.39335,0.338465,24,0.247976,7.97178,0,26,0.244694,14.0346,0.416607,230,1.42236,
17.025,0.313881,2200,2.08497,13.0203,0.337965,441,0.602396,9.47356,0.288106,23,0.249762,9.2866,0.328289,24,0.246372,13.8445,0.295141,150,0.88016,
12.2479,0.588315,2200,2.05721,9.12887,0.0020555,441,0.567995,8.45462,0.00146638,24,0.237955,8.15202,0.00276434,30,0.240366,9.29409,0.000505791,92,0.664704,
18.0172,0.257392,2200,2.33206,11.3745,0.272197,441,0.673833,9.7003,0.264379,26,0.257104,9.61637,0.2741,26,0.257192,9.75124,0.00370382,85,0.783711,
16.9775,0.3682,2200,2.12117,12.8867,0.411574,441,0.60981,11.5081,0.257501,24,0.251878,11.3255,0.306636,25,0.24762,13.8758,0.32985,157,0.933249,
14.6622,0.297465,2200,2.16549,10.6592,0.347935,441,0.61703,8.91914,0.245166,26,0.241259,11.0811,0.348399,27,0.239531,13.6183,0.416843,123,0.837432,
18.2732,0.403777,2200,2.40681,11.4068,0.434087,441,0.670423,9.66768,0.371134,26,0.256037,11.6636,0.444475,26,0.249319,16.666,0.41951,195,1.25053,
14.9718,0.315363,2200,2.277,10.3431,0.323944,441,0.627351,9.1538,0.324901,25,0.256801,9.15065,0.323078,24,0.244706,11.0382,0.227758,127,0.890471,
16.2882,0.356949,2200,1.96974,10.5678,0.359533,441,0.563831,9.15605,0.334755,24,0.237722,8.91846,0.25983,23,0.240791,9.89032,0.344018,77,0.554368,
20.9855,0.485086,2200,2.11204,13.6103,0.510704,441,0.610009,12.0393,0.564444,29,0.26007,9.39255,0.438378,29,0.253535,15.2053,0.484096,172,0.966191,
16.7433,0.191422,2200,2.07201,10.731,0.27815,441,0.600827,9.18943,0.291084,24,0.239866,9.2288,0.285423,24,0.246208,10.6795,0.344563,85,0.590536,
14.6284,0.237495,2200,2.12232,9.93035,0.257247,441,0.602499,11.3813,0.313694,27,0.251517,8.9841,0.135879,35,0.259723,12.733,0.314359,323,1.55177,
15.9867,0.000287958,2200,1.92304,10.9089,0.000284963,441,0.57645,9.55539,0.000278156,24,0.250371,9.45502,0.000283194,27,0.249239,9.55396,0.000282505,7,0.256402,
12.329,0.28169,2200,2.00213,8.46949,0,441,0.589023,8.66502,0.546966,28,0.241168,8.20888,0.00134979,26,0.255786,8.80866,0.00178963,75,0.583304,
19.2392,0.0988415,2200,2.21261,10.34,0.168077,441,0.628153,11.7584,0.307219,26,0.254629,9.41127,0.270381,25,0.246587,11.9531,0.220059,128,0.900111,
16.5962,0.237589,2200,2.03867,10.1253,0.250886,441,0.575929,9.40616,0.302251,26,0.245709,11.4254,0.304138,26,0.246624,11.3314,0.337053,11,0.275472,
11.3955,0.000645408,2200,1.74496,9.06378,0.000645339,441,0.53452,8.23136,0.000564401,24,0.237866,8.82191,0.000645339,49,0.263412,8.19978,0.000564401,3,0.224243,
15.7419,0.000637771,2200,1.81676,10.6237,0.000634937,441,0.538771,9.54841,0.000565097,24,0.248835,9.37638,0.000629793,45,0.256834,9.48814,0.000565091,19,0.302744,
12.9984,0.0544135,2200,2.41374,9.26611,0.0126908,441,0.649448,11.4986,0.0464863,32,0.26457,9.16114,0.22205,71,0.283976,19.9804,0.0494677,478,2.44904,
14.1388,0.189599,2200,1.98581,10.1769,0.195583,441,0.600736,9.05998,0.326599,28,0.249564,13.7421,0.363026,26,0.242359,10.9378,0.376578,158,0.930337,
14.6688,0.114414,2200,2.13552,10.0876,0.198099,441,0.621013,8.98626,0.521281,24,0.242784,8.3926,0.107038,23,0.235432,9.08551,0.0946882,42,0.429312,
19.8033,0.557948,2200,2.32846,10.2685,0.623685,441,0.633934,11.3775,0.817287,28,0.252061,9.56047,0.856095,27,0.249889,9.54999,0.824101,8,0.268479,
16.6351,0.37015,2200,2.099,10.0889,0.343018,441,0.599389,9.65277,0.436922,27,0.252702,9.06225,0.356028,33,0.251537,10.2882,0.512178,115,0.742332,
12.5867,0.060591,2200,2.21384,9.47424,0.0473079,441,0.627011,8.94864,0.0898034,25,0.246963,9.18887,0.183573,29,0.253243,11.7831,0.304897,126,0.81661,
15.4316,0.415039,2200,2.29391,11.2458,0.400337,441,0.679413,11.7621,0.486442,26,0.2494,9.21675,0.451848,37,0.251669,16.6423,0.397045,394,2.06242,
15.2937,0.000469144,2200,1.75737,10.5738,0.000458402,441,0.531711,9.19318,0.000458203,24,0.237349,9.16249,0.000451013,31,0.246795,9.5239,0.000458302,36,0.370485,
14.521,0.533809,2200,2.02111,9.2937,0.0377435,441,0.580138,11.165,0.569909,28,0.245599,9.05013,0.461536,28,0.240722,9.27332,0.204928,103,0.700655,
16.2302,0.413405,2200,1.91983,10.0124,0.414621,441,0.563805,8.94525,0.409692,25,0.251667,9.01637,0.410621,27,0.247547,9.32924,0.386469,17,0.301182,
17.35,0.212296,2200,2.18843,11.3349,0.297403,441,0.628364,12.0348,0.357671,25,0.251871,11.6747,0.327248,26,0.259372,12.7819,0.415857,178,1.07417,
14.0949,0.20058,2200,2.0099,9.91851,0.312989,441,0.59266,8.70538,0.343093,24,0.251671,8.91116,0.610332,25,0.240244,8.7444,0.380176,42,0.400132,
14.9866,0.0826966,2200,2.24281,9.35256,0.0200063,441,0.634071,8.81764,0.0245385,27,0.248871,8.88916,0.035602,24,0.255045,13.896,0.126303,248,1.37178,
14.9976,0.633771,2200,2.18809,10.0536,0.310429,441,0.606295,9.26214,0.651554,32,0.261905,9.08743,0.652403,33,0.253449,10.8764,0.641552,126,0.851356,
19.1818,0.587237,2200,2.16574,10.2111,0.318026,441,0.618457,8.84533,0.515039,23,0.243491,9.60459,0.627376,28,0.259307,12.1577,0.615126,167,0.963036,
16.7933,0.303806,2200,2.04708,10.8154,0.30429,441,0.585235,9.50091,0.305028,24,0.246805,9.48151,0.307588,23,0.244972,12.1823,0.277148,159,0.923229,
18.1316,0.209691,2200,2.3614,11.27,0.213442,441,0.651967,9.49338,0.125711,26,0.258114,9.25989,0.167323,24,0.250381,18.3746,0.161433,168,1.09183,
16.5458,0.234973,2200,2.03376,10.4782,0.328917,441,0.582381,9.72014,0.297472,26,0.254916,9.14994,0.306787,26,0.240319,10.5995,0.238838,93,0.659207,
15.4349,0.13203,2200,2.33351,11.4504,0.185949,441,0.648612,11.7549,0.283605,28,0.251757,9.00488,0.145782,30,0.250314,11.6736,0.238431,100,0.769681,
18.1868,0.135517,2200,2.36168,11.1074,0.143008,441,0.658412,9.48862,0.210193,27,0.253679,11.8338,0.268881,26,0.250088,12.5041,0.328542,130,0.962448,
15.02,0.282591,2200,2.18963,12.8351,0.345688,441,0.614919,11.3981,0.33549,24,0.255778,8.92959,0.31475,25,0.244259,10.5419,0.328898,109,0.74083,
17.1259,0.280296,2200,2.11804,10.7795,0.181166,441,0.609333,9.27019,0.165124,27,0.251927,9.32825,0.202576,27,0.247235,12.5987,0.267675,167,1.05211,
21.9222,0.216057,2200,2.24922,10.9571,0.138778,441,0.616483,9.64856,0.12477,25,0.250648,8.67352,0.00225149,24,0.25318,9.39399,0.0141768,89,0.691279,
17.3647,0.253156,2200,2.20949,11.072,0.300864,441,0.627914,11.4469,0.348952,28,0.251697,9.61307,0.272336,26,0.24806,10.0846,0.238918,72,0.589888,
17.4072,0.229315,2200,2.25954,10.4882,0.184885,441,0.645153,9.445,0.187325,25,0.254963,9.61978,0.23803,24,0.252859,10.7541,0.204609,98,0.757345,
15.566,0.305339,2200,2.35307,13.9019,0.350461,441,0.660484,9.53161,0.33218,25,0.254754,9.32991,0.359424,27,0.248742,15.2154,0.374723,177,1.17608,
17.9923,0.19289,2200,2.37839,11.2908,0.333333,441,0.652984,9.61009,0.255274,23,0.251918,9.6928,0.303353,24,0.25448,14.6529,0.317656,158,1.08754,
17.6223,0.313658,2200,2.24225,11.0748,0.285433,441,0.632569,9.53463,0.317106,26,0.249258,9.49362,0.272129,26,0.251974,14.5255,0.372381,253,1.48056,
15.7509,0.0791316,2200,2.40258,11.3722,0.20735,441,0.68529,9.74471,0.296383,26,0.256096,9.67448,0.221647,27,0.252224,12.0682,0.341258,129,0.860445,
17.2569,0.275558,2200,2.14331,11.0289,0.304174,441,0.614362,11.2207,0.299558,24,0.247051,9.32958,0.347816,24,0.246661,10.6266,0.396464,76,0.581915,
18.0631,0.320531,2200,2.42912,11.0835,0.350281,441,0.676465,9.45969,0.344294,27,0.252332,9.65617,0.311932,27,0.257392,13.4081,0.459149,178,1.20253,
15.7142,0.272772,2200,2.34827,12.0562,0.265985,441,0.810004,13.6217,0.292946,28,0.356647,16.7032,0.297941,28,0.452578,13.9207,0.317872,121,1.02946,
10.479,0.00192955,2200,2.30079,8.58913,0.00047945,441,0.624867,7.90868,0,27,0.247163,8.27008,0.00220288,28,0.247732,8.84686,0.00415546,109,0.898532,
16.3099,0.364266,2200,2.0417,12.6012,0.367158,441,0.574787,9.34706,0.343071,23,0.243072,11.4793,0.394377,25,0.250027,9.49133,0.426926,13,0.290331,
26.5333,0.432123,2200,2.2323,11.3067,0.351557,441,0.65979,9.29707,0.435825,27,0.250402,9.67224,0.400643,26,0.257853,12.7634,0.341308,187,1.10843,
18.5321,0.189795,2200,2.42981,9.38511,0.0037072,441,0.657804,8.91484,0.00180096,26,0.259935,8.8326,0.00375978,40,0.269777,10.3297,0.00220149,167,1.11237,
22.149,0.310001,2200,2.25255,14.141,0.285326,441,0.632952,9.62324,0.247307,25,0.254372,9.51028,0.281147,26,0.249247,12.2997,0.306361,136,0.95561,
17.3282,0.458192,2200,2.21369,11.1815,0.50594,441,0.627038,9.6273,0.484591,27,0.258074,9.42025,0.435481,27,0.25378,11.9234,0.343066,191,1.18447,
14.963,0.25537,2200,2.1764,10.1609,0.293457,441,0.624603,11.3205,0.268453,25,0.256003,8.97163,0.266758,26,0.24841,14.2566,0.316178,155,0.981329,
17.5777,0.32312,2200,2.28526,11.0755,0.301665,441,0.637078,9.49186,0.298182,26,0.252564,9.60892,0.312471,25,0.245564,12.4887,0.28549,144,0.998998,
17.2229,0.358834,2200,2.21266,10.8502,0.352189,441,0.615058,9.55576,0.325044,26,0.249096,9.51897,0.337226,26,0.246735,10.7602,0.366668,145,0.893462,
22.2817,0.469524,2200,2.28291,14.0804,0.469461,441,0.642122,11.9017,0.506597,24,0.252521,14.3178,0.518126,25,0.252202,15.7947,0.48103,177,1.09033,
29.6349,0.957683,2200,2.11971,16.1427,0.971711,441,0.604569,12.5455,0.767828,55,0.299998,19.7872,0.979791,80,0.418874,23.7271,0.817806,388,2.57574,
13.9207,0.448556,2200,1.92825,10.6646,0.61785,441,0.612197,8.77716,0.483457,29,0.239775,9.02752,0.490118,28,0.244734,12.3921,0.519476,178,1.01085,
15.8006,0.366041,2200,1.90291,10.0952,0.366157,441,0.566168,9.30168,0.369124,24,0.240278,9.42472,0.380345,24,0.238382,11.2194,0.37587,114,0.692502,
15.1174,0.296114,2200,2.21791,10.3406,0.227121,441,0.636157,9.10019,0.24811,24,0.245666,9.38953,0.371989,23,0.241905,10.3319,0.261392,93,0.707051,
16.4576,0.334516,2200,2.00672,10.8651,0.337282,441,0.581345,9.46954,0.329089,24,0.249991,9.24055,0.327823,25,0.243934,10.1541,0.343942,100,0.674516,
16.7759,0.266561,2200,2.11861,10.941,0.286189,441,0.622272,9.47705,0.258623,25,0.249146,9.31553,0.261892,26,0.244047,13.2277,0.188234,214,1.15067,
19.8207,0.311928,2200,2.2929,13.0945,0.34207,441,0.641377,11.5141,0.313482,24,0.256915,9.14509,0.322581,25,0.248539,12.4722,0.327978,195,1.22617,
19.398,0.320104,2200,2.25368,12.6819,0.294788,441,0.736609,13.9792,0.290086,25,0.375882,16.6555,0.234363,25,0.445596,15.2969,0.321139,203,1.31305,
16.1771,0.346137,2200,1.96716,10.5711,0.384594,441,0.572793,8.83523,0.318788,25,0.236422,9.51156,0.402172,26,0.250059,10.2056,0.355241,78,0.602404,
17.166,0.304768,2200,2.14817,11.0218,0.242636,441,0.625487,9.6669,0.283202,24,0.24911,9.69872,0.282654,25,0.257064,10.7111,0.178009,124,0.839981,
19.4339,0.333923,2200,2.2315,11.1631,0.386965,441,0.641906,9.53728,0.309237,28,0.256415,9.47482,0.300647,26,0.250251,10.0278,0.248377,67,0.563862,
22.0259,0.458904,2200,2.19399,13.8537,0.360001,441,0.610698,9.90193,0.338131,24,0.249673,9.75799,0.330875,25,0.250853,13.5032,0.296327,201,1.25569,
20.1625,0.303599,2200,2.38363,13.3076,0.307891,441,0.659351,11.2995,0.302954,23,0.24836,11.4161,0.305962,23,0.247752,11.5402,0.289271,161,1.1504,
18.9587,0.412152,2200,2.57609,14.2699,0.380927,441,0.703617,9.54239,0.355872,25,0.252135,9.63579,0.335545,24,0.257336,13.0546,0.429216,147,1.11633,
17.2626,0.420497,2200,2.14853,10.921,0.375418,441,0.623732,9.59513,0.421258,24,0.258685,9.65451,0.387482,23,0.256407,11.6386,0.418557,126,0.810494,
22.919,0.484545,2200,2.40803,14.1081,0.524189,441,0.667891,12.2509,0.493465,25,0.260592,10.8336,0.473792,27,0.289497,18.0465,0.464925,149,1.41496,
21.7211,0.405859,2200,2.88027,10.9296,0.392325,441,0.664447,9.36986,0.373393,24,0.2511,9.49778,0.409834,25,0.25127,13.5162,0.398574,196,1.25094,
17.8056,0.407501,2200,2.28632,11.4187,0.362658,441,0.663435,11.9142,0.442665,23,0.260897,11.7498,0.456384,24,0.245256,15.6711,0.408176,332,1.84545,
17.8822,0.398626,2200,2.34906,10.8793,0.390764,441,0.645467,9.3759,0.372572,25,0.253833,9.30944,0.331033,24,0.243886,11.1724,0.379201,85,0.699993,
14.5375,0.213929,2200,1.99743,13.5845,0.367548,441,0.588334,9.25039,0.362944,27,0.244652,11.4452,0.329219,28,0.24048,10.604,0.180832,113,0.721095,
