baseline,baseline,baseline,baseline,baseline,SI5,SI5,SI5,SI5,SI5,SI20,SI20,SI20,SI20,SI20,SI1000,SI1000,SI1000,SI1000,SI1000,adapJerk_10,adapJerk_10,adapJerk_10,adapJerk_10,adapJerk_10,IE_15,IE_15,IE_15,IE_15,IE_15,
optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,optTime,Cost reduction,avgPercentDerivs,avgTimeDerivs,numIterations,
3819.99,0.318568,100,1069.35,3,967.426,0.248262,20.0357,214.951,3,726.155,0.532519,5.03571,59.094,3,586.017,0.644437,0.142857,7.40667,3,685.691,0.509571,2.24603,42.7907,3,1214.68,0.408925,2.74206,72.6105,5,
3842.89,0.171004,100,1084.96,3,1682.25,0.269979,20.0357,229.051,4,1503.01,0.407444,5.03571,71.1488,6,634.82,0.1224,0.142857,8.04067,3,728.831,0.179886,2.0754,39.8977,3,653.138,0.178505,1.10053,27.6067,3,
3700.53,0.11412,100,1045.98,3,1234.05,0.114867,20.0357,219.969,3,1145.67,0.150862,5.03571,64.8325,4,988.049,0.450346,0.142857,7.6968,5,660.549,0.116037,2.03836,31.8157,3,747.384,0.0923731,1.34656,38.4717,3,
3762.05,0.115174,100,1040.41,3,1293.55,0.115043,20.0357,225.221,3,752.013,0.11325,5.03571,61.2593,3,618.514,0.0453669,0.142857,12.7383,3,718.711,0.118262,2.03968,31.0897,3,944.044,0.244143,2.09921,49.9355,4,
1477.04,0,100,1082.67,3,685.271,0,20.0357,223.313,3,578.062,0,5.03571,63.234,3,620.699,0.21289,0.142857,9.48033,3,477.476,0,2.14683,31.007,3,496.781,0,3.09524,67.188,3,
1459.58,0,100,1069.27,3,662.402,0,20.0357,222.79,3,526.166,0,5.03571,65.332,3,627.937,0.204087,0.142857,8.34067,3,465.837,0,2.15079,32.989,3,546.732,0,3.13492,75.114,3,
3787.97,0.431252,100,1052.75,3,1233.91,0.638444,20.0357,211.074,3,1132.41,0.67134,5.03571,65.1938,5,751.931,0.515629,0.142857,7.70125,4,692.759,0.684254,2.20503,40.74,3,680.678,0.706705,2.0873,50.6053,3,
3556.5,0.109201,100,982.399,3,1170.65,0.122811,20.0357,202.763,3,1033.18,0.203579,5.03571,61.0815,4,662.41,0.0937455,0.142857,13.236,3,1213.79,0.395221,2.16667,36.9228,6,577.861,0.0112543,0.738095,18.882,3,
5523.35,0.33176,100,1202.78,4,1259.78,0.531454,20.0357,245.742,3,730.264,0.516091,5.03571,72.1497,3,747.202,0.673132,0.142857,8.75275,4,523.558,0.0122083,2.24603,38.016,3,759.616,0.550256,2.34656,59.5853,3,
4852.48,0.326623,100,1019.57,4,1589.8,0.418999,20.0357,209.278,4,985.101,0.350899,5.03571,63.1147,4,986.496,0.553042,0.142857,11.5764,5,905.591,0.417927,2.0506,32.801,4,951.092,0.402131,1.57143,46.195,4,
3436.74,0.334507,100,959.567,3,1146.95,0.336104,20.0357,200.935,3,778.809,0.336582,5.03571,55.532,3,716.905,0.381994,0.142857,12.531,4,667.734,0.338585,2.06481,29.297,3,662.494,0.333917,1.33333,37.1737,3,
2331.05,3.59943e-06,100,903.026,3,909.28,1.86603e-06,20.0357,197.756,3,621.12,3.29839e-06,5.03571,66.0585,3,496.358,3.27359e-05,0.142857,9.64,3,522.623,3.32291e-06,2.03968,24.6895,3,513.642,2.18437e-05,0.670635,20.013,3,
3542.87,0.143095,100,973.179,3,1210.71,0.143165,20.0357,207.097,3,684.823,0.147717,5.03571,53.5267,3,760.67,0.434278,0.142857,11.669,4,679.16,0.151716,2.04233,32.964,3,990.11,0.277601,1.94246,52.1037,4,
3521.1,0.12317,100,967.729,3,1208.81,0.145421,20.0357,197.972,3,686.685,0.145468,5.03571,54.808,3,573.164,0.108561,0.142857,7.864,3,668.965,0.148491,2.04365,30.0317,3,942.796,0.208241,1.63492,38.5325,4,
4607.12,0.365672,100,964.259,4,1199.29,0.239683,20.0357,198.983,3,1007.05,0.27977,5.03571,54.4493,4,556.146,0.261315,0.142857,7.67433,3,834.923,0.260453,2.06845,28.4912,4,615.935,0.232629,1.02646,27.979,3,
3432.27,0.102976,100,959.162,3,1562.56,0.123923,20.0357,198.395,4,875.7,0.103533,5.03571,77.8043,3,883.728,0.328791,0.142857,8.9386,5,872.253,0.228301,2.06845,31.5553,4,676.608,0.0959528,1.26984,33.5683,3,
4639.53,0.315919,100,960.505,4,1154.73,0.0751496,20.0357,198.088,3,719.961,0.0813504,5.03571,55.157,3,611.116,0.1711,0.142857,8.047,3,683.431,0.0751913,2.07407,26.5783,3,656.332,0.0575244,0.891534,26.5013,3,
1470.86,0,100,1052.39,3,2117.23,0.270634,20.0357,208.482,6,631.696,0.132056,5.03571,65.8935,3,641.148,0.533202,0.142857,8.30033,3,709.655,0.205496,2.32672,44.825,3,805.409,0.330944,3.26984,82.5857,3,
3585.49,0.141853,100,1010.31,3,1204.5,0.142154,20.0357,210.462,3,962.59,0.166612,5.03571,60.2207,4,1006.23,0.512752,0.142857,10.4022,5,662.878,0.137409,2.07937,30.4613,3,658.109,0.157065,1.23545,36.6817,3,
2574.19,0.00648724,100,1009.99,3,927.363,0.00642884,20.0357,210.26,3,636.243,0.00632158,5.03571,61.7935,3,766.471,0.409643,0.142857,8.11775,4,583.514,0.00579119,2.19444,31.2315,3,487.382,0.00544977,0.837302,25.4765,3,
3522.14,0.115073,100,974.847,3,1181.73,0.115081,20.0357,201.887,3,792.222,0.115061,5.03571,67.4397,3,567.716,0.0556331,0.142857,7.73367,3,622.465,0.116561,2.04101,26.601,3,711.213,0.100134,1.29894,33.9653,3,
3451.52,0.127936,100,960.806,3,1176.21,0.127915,20.0357,204.942,3,765.707,0.127592,5.03571,59.3613,3,609.448,0.0467472,0.142857,12.1983,3,688.125,0.12092,2.03968,27.1087,3,678.152,0.103847,1.3254,37.47,3,
4816.73,0.413837,100,996.314,4,1612.1,0.43749,20.0357,203.304,4,1009.62,0.371587,5.03571,58.189,4,597.867,0.184392,0.142857,7.42467,3,806.238,0.270336,2.0754,28.5693,4,836.349,0.402408,1.23016,31.3863,4,
3516.11,0.245483,100,975.483,3,1229.74,0.205359,20.0357,207.335,3,763.094,0.197278,5.03571,60.954,3,598.07,0.209905,0.142857,7.83333,3,898.165,0.379857,2.08433,29.7123,4,758.352,0.194872,1.97884,52.5383,3,
3593.61,0.153695,100,989.606,3,1189.12,0.153355,20.0357,207.496,3,1442.1,0.554142,5.03571,61.3432,6,610.07,0.1237,0.142857,10.092,3,685.532,0.159565,2.08333,32.8713,3,775.987,0.15509,1.46561,40.9613,3,
3426.2,0.644781,100,955.379,3,1163.51,0.711041,20.0357,200.746,3,692.61,0.53175,5.03571,60.7973,3,607.248,0.370816,0.142857,7.75133,3,873.716,0.560936,2.2252,32.903,4,970.143,0.778931,2.0377,49.751,4,
2255.26,7.31938e-05,100,900.589,3,899.319,6.60103e-05,20.0357,190.327,3,652.118,6.74356e-05,5.03571,56.179,3,550.572,6.52811e-05,0.142857,19.723,3,584.146,6.94127e-05,2.03968,26.5345,3,533.048,7.38034e-05,0.571429,21.3035,3,
5160.97,0.641901,100,1087.14,5,2507.54,0.694264,20.0357,237.09,6,940.993,0.40968,5.03571,64.3063,4,473.999,0.00721283,0.142857,7.98833,3,436.765,0,2.16667,37.403,3,781.446,0.382729,3.58995,85.38,3,
3504.34,0.228794,100,974.578,3,1139.54,0.225219,20.0357,203.019,3,702.38,0.227738,5.03571,58.2847,3,544.711,0.164839,0.142857,8.43033,3,584.364,0.23347,2.07011,26.7907,3,922.861,0.23377,1.64881,45.2832,4,
2900.33,0.277075,100,1212.56,3,1415.99,0.319702,20.0357,251.642,4,639.325,0.0720952,5.03571,70.754,3,889.753,0.804375,0.142857,8.8956,5,896.425,0.648647,2.33333,41.531,4,666.253,0.302816,2.24868,46.9863,3,
3473.35,0.135871,100,959.856,3,1160.04,0.134689,20.0357,196.14,3,746.869,0.141672,5.03571,57.49,3,515.092,0.122076,0.142857,6.566,3,639.973,0.138108,2.04894,25.246,3,609.127,0.128498,1.04762,25.4573,3,
1607.73,5.50388e-05,100,1109.56,3,966.267,0.00415545,20.0357,229.635,3,1404.76,0.686392,5.03571,64.9752,7,496.781,0.0048469,0.142857,9.412,3,481.781,0,2.1627,37.069,3,998.682,0.682365,3.18056,74.441,4,
1436.27,4.61154e-05,100,920.086,3,615.139,4.6335e-05,20.0357,187.967,3,552.1,4.65234e-05,5.03571,51.77,3,455.273,6.49705e-05,0.142857,7.843,3,485.904,4.70483e-05,2.03968,25.683,3,540.105,4.64158e-05,0.563492,19.484,3,
4423.35,0.0898582,100,1246.01,3,2420.16,0.207957,20.0357,271.159,5,699.652,0.00344934,5.03571,79.0535,3,756.917,0.355708,0.142857,10.3807,4,611.476,0.00347631,2.04167,34.5545,3,1225.54,0.396239,1.89524,58.8916,5,
3585.11,0.109284,100,993.636,3,1228.27,0.108705,20.0357,204.503,3,1967.11,0.539827,5.03571,60.4176,8,576.098,0.0543895,0.142857,8.42933,3,648.997,0.108746,2.03968,26.9217,3,978.177,0.205457,1.70833,53.059,4,
3518.92,0.0922673,100,985.716,3,1186.53,0.108618,20.0357,214.684,3,727.743,0.108217,5.03571,53.6483,3,592.657,0.0839367,0.142857,16.714,3,644.214,0.113476,2.05026,31.2793,3,694.649,0.0991722,1.59259,47.095,3,
3603.48,0.154549,100,1000.59,3,1196.72,0.152284,20.0357,205.765,3,812.529,0.152223,5.03571,69.049,3,647.576,0.117985,0.142857,13.598,3,597.978,0.153702,2.04365,26.8607,3,677.62,0.156655,1.34656,29.915,3,
3717.46,0.129841,100,1045.43,3,1173.19,0.129435,20.0357,202.669,3,732.039,0.129827,5.03571,64.638,3,616.857,0.231985,0.142857,11.1103,3,581.145,0.242841,2.06349,25.8707,3,957.243,0.241578,2.0377,46.5308,4,
4855.22,0.130999,100,1016.87,4,1596.5,0.378876,20.0357,212.91,4,1021.05,0.229753,5.03571,62.5375,4,874.34,0.337178,0.142857,18.6035,4,1148.93,0.214408,2.07619,34.3948,5,1153.06,0.259502,1.66032,43.6786,5,
4672.76,0.220418,100,984.918,4,1257.91,0.116504,20.0357,219.04,3,709.892,0.116604,5.03571,58.15,3,578.686,0.110484,0.142857,8.46733,3,708.883,0.113481,2.05291,38.4387,3,622.1,0.120208,1.07937,29.125,3,
3745.1,0.194473,100,1037.9,3,1231.54,0.202742,20.0357,217.791,3,850.4,0.21811,5.03571,59.3077,3,644.249,0.171217,0.142857,18.3063,3,626.97,0.205007,2.04894,26.7973,3,739.088,0.185061,1.40741,37.403,3,
3729.06,0.379187,100,1048.43,3,1573.53,0.292873,20.0357,216.836,4,987.248,0.379199,5.03571,56.2383,4,573.752,0.206249,0.142857,9.87767,3,649.873,0.247905,2.05952,31.8443,3,721.933,0.237148,1.33862,40.4793,3,
3468.36,0.260857,100,966.945,3,1201.14,0.261929,20.0357,205.319,3,762.651,0.262586,5.03571,53.0867,3,793.894,0.392092,0.142857,8.013,4,669.807,0.135726,2.04233,26.0397,3,640.971,0.252965,1.19312,30.328,3,
3596.92,0.216195,100,1008.29,3,1621.63,0.388602,20.0357,205.402,4,785.38,0.228771,5.03571,67.6743,3,798.792,0.410283,0.142857,14.401,4,1133.79,0.513009,2.07778,34.5564,5,1087.51,0.482942,1.26508,33.096,5,
3500.51,0.109699,100,968.432,3,1207.22,0.109432,20.0357,208.694,3,972.961,0.182894,5.03571,60.2397,4,424.079,0,0.142857,25.082,3,629.13,0.114212,2.03968,28.5787,3,695.813,0.100627,1.29894,37.7377,3,
5508.93,0.616316,100,1195.12,4,1712.92,0.653785,20.0357,245.925,4,997.092,0.668442,5.03571,72.8057,4,527.766,0.700215,0.142857,8.30567,3,1090.15,0.789903,2.44921,48.985,5,1200.04,0.746318,2.74603,67.605,5,
2361.32,0.0015666,100,912.927,3,941.004,0.00152067,20.0357,194.982,3,648.865,0.00152298,5.03571,53.289,3,558.207,0.00127918,0.142857,11.0975,3,549.138,0.00154195,2.07738,28.345,3,518.525,0.00159554,0.702381,23.636,3,
2319.9,0.00344336,100,911.808,3,839.011,0.00341403,20.0357,191.247,3,557.199,0.00334748,5.03571,52.3985,3,804.14,0.380439,0.142857,9.36675,4,575.299,0.00478149,2.04365,25.2245,3,465.33,0.00499948,0.59127,16.469,3,
3463.44,0.243282,100,957.527,3,1602.55,0.368335,20.0357,213.382,4,1219.38,0.435872,5.03571,59.9672,5,784.15,0.423958,0.142857,7.79675,4,1085.57,0.441932,2.14762,35.8522,5,687.187,0.228109,1.11111,34.095,3,
3462.76,0.144085,100,967.768,3,1168.45,0.146114,20.0357,202.938,3,944.512,0.246312,5.03571,55.2463,4,544.283,0.0560548,0.142857,7.86833,3,617.358,0.15173,2.04497,25.0683,3,686.919,0.115125,1.22222,31.5427,3,
3518.7,0.122451,100,969.992,3,1167.47,0.126078,20.0357,194.186,3,698.713,0.126264,5.03571,59.4303,3,562.111,0.0572813,0.142857,7.89333,3,851.892,0.268272,2.07639,27.8943,4,647.732,0.10275,1.2619,30.1283,3,
3455.57,0.405385,100,950.311,3,1130.43,0.427815,20.0357,203.879,3,713.404,0.413358,5.03571,63.537,3,550.793,0.405135,0.142857,14.237,3,568.683,0.425207,2.08995,29.4427,3,681.78,0.41787,1.03704,32.8153,3,
3445.09,0.117735,100,952.888,3,1186.84,0.11738,20.0357,201.968,3,1459.99,0.444165,5.03571,65.4572,6,980.748,0.450029,0.142857,7.789,5,618.832,0.115489,2.04101,27.5217,3,633.405,0.0969989,1.24868,32.9407,3,
2456.63,0.205217,100,962.732,3,1539.76,0.294556,20.0357,214.845,4,702.265,0.300895,5.03571,57.3997,3,562.723,0.228284,0.142857,6.95033,3,251.974,1,2.30556,30.153,1,800.121,0.0553017,4.47222,95.226,4,
1400.92,0,100,999.514,3,601.606,0,20.0357,200.902,3,984.822,0.203987,5.03571,55.1297,4,580.86,0.422732,0.142857,9.067,3,413.892,0,2.11905,27.634,3,604.899,0.216594,3.52778,74.522,3,
2575.05,0.00466235,100,976.999,3,1630.56,0.283349,20.0357,206.431,4,1010.06,0.313944,5.03571,65.2012,4,613.124,0.185992,0.142857,10.6893,3,869.361,0.28278,2.08036,32.2525,4,1091.05,0.373902,1.85873,44.1544,5,
1489.96,0.000216774,100,969.57,3,711.091,0.000556034,20.0357,210.445,3,443.318,0,5.03571,53.12,3,387.314,0,0.142857,8.625,3,868.984,0.209137,2.11806,30.507,4,543.515,0.000667345,1.65873,39.096,3,
3451.96,0.228681,100,951.259,3,1569.65,0.301971,20.0357,198.323,4,769.275,0.229553,5.03571,54.196,3,769.76,0.35111,0.142857,6.737,4,613.762,0.217648,2.05688,28.0253,3,628.052,0.207305,1.08995,26.712,3,
3511.58,0.113521,100,972.545,3,1152.66,0.113236,20.0357,201.059,3,827.136,0.114378,5.03571,54.3677,3,535.593,0.0617203,0.142857,7.49767,3,892.561,0.202848,2.09821,35.5065,4,679.602,0.108692,1.2672,28.5557,3,
4638.94,0.12269,100,962.867,4,1553.8,0.122313,20.0357,205.493,4,947.377,0.148315,5.03571,55.837,4,783.733,0.198176,0.142857,7.6845,4,871.51,0.157044,2.0754,29.2875,4,869.483,0.178634,1.28968,37.575,4,
3377.5,0.22328,100,933.792,3,1184.17,0.121065,20.0357,202.807,3,1021.75,0.249739,5.03571,57.4135,4,755.783,0.334018,0.142857,8.892,4,628.944,0.123113,2.04101,28.5353,3,837.861,0.272081,1.98611,37.5898,4,
2800.01,0.0117071,100,1197.79,3,1680.58,0.481962,20.0357,240.905,4,967.573,0.50948,5.03571,70.9883,4,954.227,0.784981,0.142857,9.5008,5,652.868,0.565015,2.25265,43.7003,3,552.164,0.0216788,1.88889,44.988,3,
3511.49,0.107867,100,964.461,3,1187.69,0.114749,20.0357,202.083,3,732.106,0.113947,5.03571,57.47,3,616.823,0.0594772,0.142857,7.72367,3,674.437,0.113561,2.03968,29.1253,3,943.057,0.146343,1.86905,47.1308,4,
3560.08,0.131028,100,985.35,3,1169.35,0.129408,20.0357,203.105,3,769.031,0.130881,5.03571,61.9597,3,943.414,0.186434,0.142857,10.008,5,675.268,0.140001,2.03836,25.788,3,682.724,0.111659,1.55026,37.869,3,
3401.72,0.272292,100,958.012,3,1133.62,0.2419,20.0357,198.302,3,691.704,0.2431,5.03571,60.145,3,785.336,0.346318,0.142857,8.742,4,656.188,0.254207,2.06085,31.3957,3,696.495,0.254316,1.05556,34.473,3,
3536.13,0.138244,100,981.547,3,1234.3,0.136479,20.0357,204.288,3,796.591,0.138174,5.03571,64.2037,3,639.595,0.106289,0.142857,8.56233,3,727.954,0.13934,2.04233,39.5477,3,785.073,0.130835,1.54233,50.645,3,
2320.18,0.000232062,100,905.06,3,894.135,0.000231298,20.0357,189.355,3,571.345,0.000252412,5.03571,50.1605,3,437.179,0.000168163,0.142857,7.88,3,495.185,0.000286567,2.03968,24.9605,3,524.577,0.000303688,0.579365,16.6085,3,
4656.38,0.45011,100,988.999,4,1237.71,0.336898,20.0357,206.464,3,903.986,0.385309,5.03571,56.066,4,778.802,0.47004,0.142857,12.8865,4,627.82,0.34237,2.06614,29.395,3,861.994,0.310097,1.11508,29.4735,4,
3567.98,0.489005,100,995.97,3,1139.96,0.644281,20.0357,203.785,3,714.531,0.655454,5.03571,57.8393,3,509.706,0.531526,0.142857,7.895,3,626.16,0.707007,2.08201,27.3843,3,800.373,0.526793,3.58466,73.9643,3,
3479.42,0.106756,100,966.918,3,1163.85,0.106501,20.0357,199.231,3,765.709,0.106229,5.03571,53.0553,3,743.572,0.310078,0.142857,7.07425,4,580.96,0.115638,2.04233,25.5583,3,689.185,0.0825976,1.27249,32.0177,3,
4602.7,0.212923,100,966.355,4,1538.22,0.211481,20.0357,198.575,4,1031.52,0.279109,5.03571,57.0595,4,611.489,0.155155,0.142857,7.68567,3,662.45,0.152069,2.07672,30.739,3,645.979,0.12887,1.03704,33.0407,3,
3583.06,0.105608,100,1000.43,3,1249.52,0.105783,20.0357,207.689,3,760.22,0.106539,5.03571,58.0923,3,972.918,0.462881,0.142857,8.5088,5,885.648,0.234643,2.05754,26.8182,4,713.552,0.0742302,1.47619,40.6333,3,
3512.5,0.183781,100,973.772,3,1607.36,0.220427,20.0357,206.199,4,1313.82,0.359668,5.03571,59.1178,5,775.114,0.468292,0.142857,9.559,4,600.905,0.184168,2.04497,27.7407,3,692.88,0.180115,1.27249,30.8167,3,
4655.68,0.209291,100,982.688,4,1977.79,0.385072,20.0357,202.164,5,901.591,0.275022,5.03571,54.502,4,716.721,0.245058,0.142857,8.56,4,569.696,0.178268,2.06746,27.767,3,885.926,0.213873,1.62302,43.538,4,
3514.37,0.516489,100,989.8,3,1550.93,0.483911,20.0357,205.186,4,707.162,0.541977,5.03571,55.734,3,748.98,0.613778,0.142857,7.099,4,639.824,0.649276,2.15741,33.5363,3,697.293,0.642985,2.2619,53.6937,3,
2546.81,0.00657912,100,1014.92,3,1109.27,0.0983489,20.0357,199.219,3,992.229,0.283683,5.03571,57.6062,4,534.496,0.00436671,0.142857,10.453,3,906.928,0.148656,2.06845,28.7977,4,558.742,0.00356874,0.936508,29.5065,3,
4612.81,0.274625,100,966.364,4,1114.81,0.166808,20.0357,197.222,3,711.58,0.167172,5.03571,58.1387,3,544.049,0.152994,0.142857,8.93167,3,846.554,0.226641,2.0625,27.0425,4,901.814,0.176982,1.28373,39.4965,4,
3509.32,0.116336,100,973.417,3,1207.9,0.121984,20.0357,204.304,3,992.366,0.172745,5.03571,63.6305,4,404.45,0,0.142857,7.791,3,639.84,0.12273,2.03836,26.1443,3,873.125,0.269002,1.68849,41.179,4,
4653.55,0.276904,100,975.329,4,1561.19,0.19231,20.0357,205.071,4,737.565,0.171934,5.03571,60.4743,3,514.205,0.156653,0.142857,7.35133,3,888.273,0.190199,2.05952,27.1975,4,686.354,0.179693,1.10317,30.28,3,
3476.94,0.366631,100,968.263,3,1200.6,0.362715,20.0357,200.405,3,912.42,0.389879,5.03571,53.7295,4,754.61,0.448297,0.142857,10.163,4,640.397,0.369436,2.13095,36.0367,3,906.521,0.385083,1.6131,38.9028,4,
3515.54,0.160124,100,982.171,3,1240.28,0.159588,20.0357,208.049,3,1214.59,0.346977,5.03571,58.67,5,741.93,0.348344,0.142857,8.93425,4,648.864,0.164636,2.05688,30.415,3,642.925,0.162933,1.32275,32.791,3,
3647.66,0.148564,100,1018.13,3,1219.32,0.148339,20.0357,208.439,3,1034.45,0.328221,5.03571,66.58,4,537.68,0.116096,0.142857,7.57133,3,642.734,0.150879,2.04365,27.2537,3,725.091,0.129717,1.33598,39.992,3,
3517.54,0.115834,100,962.201,3,1581.22,0.174038,20.0357,203.225,4,1142.58,0.42758,5.03571,56.7124,5,652.018,0.0870118,0.142857,14.8263,3,986.876,0.318965,2.09921,29.2168,5,743.151,0.20754,1.14815,32.2767,3,
3554.14,0.108781,100,986.554,3,1153.78,0.121677,20.0357,204.672,3,1056.17,0.141398,5.03571,69.463,4,1019.8,0.447321,0.142857,8.3886,5,640.441,0.119481,2.04365,26.3977,3,654.74,0.106033,1.3836,34.1487,3,
3531.46,0.124162,100,964.84,3,1611.69,0.168682,20.0357,202.357,4,956.049,0.227592,5.03571,59.6418,4,948.644,0.373878,0.142857,8.6732,5,807.383,0.244702,2.05853,25.766,4,854.551,0.21636,1.85317,36.5645,4,
3556.99,0.168617,100,989.978,3,1630.94,0.384323,20.0357,212.251,4,743.8,0.169022,5.03571,60.196,3,617.704,0.166292,0.142857,6.56067,3,668.493,0.170791,2.04762,27.33,3,911.633,0.303187,1.61111,41.4,4,
3518.87,0.23037,100,990.929,3,1210.38,0.231607,20.0357,215.957,3,813.901,0.232254,5.03571,80.071,3,592.785,0.172866,0.142857,14.1677,3,676.647,0.237335,2.04894,30.3923,3,685.554,0.214373,1.22222,31.1377,3,
3548.17,0.126515,100,990.172,3,1272.25,0.126244,20.0357,214.696,3,1030.11,0.287635,5.03571,69.1853,4,817.187,0.31406,0.142857,14.1615,4,672.392,0.126083,2.04101,26.153,3,984.072,0.169744,1.74405,47.285,4,
3515.21,0.0959157,100,968.771,3,2552.6,0.357854,20.0357,235.001,6,979.998,0.336202,5.03571,64.84,4,793.755,0.374041,0.142857,10.4137,4,646.727,0.100844,2.05026,29.12,3,1149.88,0.511546,1.53492,38.8216,5,
2300.02,9.63378e-05,100,904.789,3,833.946,9.88747e-05,20.0357,198.648,3,637.764,0.000102051,5.03571,51.2935,3,451.126,7.47811e-05,0.142857,8.2495,3,513.83,8.76406e-05,2.03968,25.0695,3,584.919,8.43414e-05,0.65873,27.029,3,
4811.74,0.322707,100,1001.1,4,1204.09,0.11279,20.0357,213.977,3,741.841,0.122776,5.03571,55.6727,3,568.449,0.103812,0.142857,8.25133,3,641.006,0.125006,2.04894,26.362,3,667.64,0.108905,1.01058,29.016,3,
4580.29,0.30154,100,970.044,4,1215.37,0.0967149,20.0357,212.725,3,731.508,0.0965282,5.03571,54.0523,3,696.456,0.103055,0.142857,13.9167,3,689.431,0.0914284,2.04233,32.628,3,1074.32,0.37621,1.30476,34.3376,5,
5302.93,0.459007,100,1118.95,5,1990.06,0.787671,20.0357,229.919,5,1062.27,0.237051,5.03571,68.9418,5,479.711,3.78286e-06,0.142857,7.322,3,536.644,6.21119e-06,2.15675,35.1955,3,1007.14,0.0898433,2.61508,56.5018,5,
3447.02,0.109313,100,958.271,3,1591.14,0.271803,20.0357,221.079,4,1200.42,0.376536,5.03571,63.6744,5,808.147,0.323866,0.142857,7.7585,4,678.486,0.11373,2.04101,25.013,3,1200.38,0.3736,1.97619,45.5132,5,
1396.7,0,100,1029.65,3,626.457,0,20.0357,276.137,3,209.039,1,5.03571,57.532,1,614.643,0.367327,0.142857,15.5537,3,397.464,0,2.33333,38.389,3,441.131,0,3.29365,66.273,3,
1592.1,1.60048e-05,100,1112.8,3,672.106,1.6243e-05,20.0357,236.065,3,1279.63,0.674114,5.03571,67.4732,6,564.991,0.003945,0.142857,18.362,3,465.481,0,2.18254,38.249,3,933.042,0.112379,2.29167,52.6498,5,
3477.7,0.121832,100,960.995,3,1308.42,0.12327,20.0357,226.864,3,1258.88,0.351788,5.03571,62.074,5,712.28,0.0683609,0.142857,15.685,3,919.982,0.232655,2.0744,31.1418,4,963.595,0.283098,1.81944,46.6465,4,
2412.94,0.00251313,100,953.559,3,1251.11,0.218068,20.0357,216.475,3,1239.03,0.518589,5.03571,67.6742,5,609.675,0.219547,0.142857,18.5307,3,681.676,0.229066,2.06614,28.9407,3,666.356,0.223657,1.39153,34.3063,3,
1427.55,0,100,971.52,3,643.815,0,20.0357,216.721,3,513.208,0,5.03571,81.015,3,685.819,0.237669,0.142857,21.7867,3,397.649,0,2.16667,30.057,3,511.201,0,2.84921,55.673,3,
3463.85,0.101651,100,959.712,3,1616.1,0.154277,20.0357,214.797,4,966.963,0.133876,5.03571,54.7075,4,837.431,0.211079,0.142857,11.6733,4,899.556,0.212637,2.0744,32.5055,4,822.872,0.167433,1.28373,33.638,4,
